# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Wed Jul  8 18:53:06 CEST 2020
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: chabrier_lognormal_salpeter 
# Kind of output: isochrone tables
# Zin   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 6.20000 12.0000000000 2.7892313004   12.001  4.020  4.4469  4.237    1 -5.279 -3.855 -2.799 -2.529 -2.413 -2.268 -1.894 -1.790 -1.691
0.0152 6.20000 14.0000000000 2.7903451920   13.987  4.227  4.4768  4.216    0 -5.797 -4.225 -3.151 -2.862 -2.728 -2.561 -2.161 -2.057 -1.980
0.0152 6.20000 16.0000000000 2.7911391258   15.990  4.401  4.5013  4.198    0 -6.232 -4.581 -3.484 -3.181 -3.047 -2.882 -2.492 -2.383 -2.279
0.0152 6.20000 18.0000000000 2.7917301655   17.965  4.550  4.5217  4.181    0 -6.605 -4.868 -3.752 -3.453 -3.321 -3.154 -2.753 -2.628 -2.515
0.0152 6.20000 18.3543834686 2.7918193340   18.317  4.574  4.5248  4.178    0 -6.664 -4.914 -3.795 -3.497 -3.365 -3.197 -2.796 -2.668 -2.554
0.0152 6.20000 20.0000000000 2.7921848297   19.951  4.679  4.5388  4.166    0 -6.928 -5.085 -3.956 -3.652 -3.524 -3.359 -2.959 -2.831 -2.716
0.0152 6.20000 21.6216831207 2.7924821377   21.551  4.771  4.5505  4.155    0 -7.157 -5.242 -4.103 -3.796 -3.669 -3.506 -3.106 -2.978 -2.862
0.0152 6.20000 24.0000000000 2.7928338051   23.887  4.894  4.5660  4.138    0 -7.464 -5.493 -4.349 -4.049 -3.919 -3.748 -3.333 -3.203 -3.096
0.0152 6.20000 26.5726852417 2.7931325436   26.375  5.007  4.5793  4.121    0 -7.748 -5.728 -4.579 -4.265 -4.123 -3.940 -3.523 -3.397 -3.291
0.0152 6.20000 28.0000000000 2.7932708263   27.751  5.066  4.5860  4.112    0 -7.894 -5.834 -4.682 -4.369 -4.229 -4.047 -3.630 -3.503 -3.398
0.0152 6.20000 30.0000000000 2.7934386730   29.666  5.140  4.5941  4.099    0 -8.079 -5.972 -4.817 -4.505 -4.366 -4.185 -3.769 -3.641 -3.535
0.0152 6.20000 33.7939872742 2.7936942577   33.256  5.262  4.6063  4.075    0 -8.386 -6.204 -5.046 -4.735 -4.596 -4.416 -4.005 -3.879 -3.769
0.0152 6.20000 35.0000000000 2.7937619686   34.390  5.298  4.6098  4.067    0 -8.476 -6.273 -5.114 -4.803 -4.665 -4.485 -4.075 -3.950 -3.840
0.0152 6.20000 36.8371963501 2.7938551903   36.101  5.348  4.6141  4.055    0 -8.601 -6.372 -5.213 -4.903 -4.764 -4.585 -4.175 -4.052 -3.941
0.0152 6.20000 40.0000000000 2.7939925194   39.021  5.429  4.6208  4.036    0 -8.802 -6.537 -5.377 -5.068 -4.930 -4.751 -4.340 -4.218 -4.109
0.0152 6.20000 42.6781082153 2.7940902710   41.463  5.489  4.6252  4.019    0 -8.952 -6.667 -5.506 -5.198 -5.061 -4.881 -4.468 -4.347 -4.240
0.0152 6.20000 45.0000000000 2.7941639423   43.557  5.538  4.6285  4.005    0 -9.074 -6.724 -5.558 -5.250 -5.116 -4.942 -4.536 -4.410 -4.310
0.0152 6.20000 50.0000000000 2.7942960262   47.973  5.631  4.6335  3.974    0 -9.307 -6.939 -5.775 -5.469 -5.337 -5.162 -4.765 -4.647 -4.555
0.0152 6.20000 55.0000076294 2.7944002151   52.275  5.712  4.6365  3.942    0 -9.510 -7.132 -5.970 -5.666 -5.536 -5.363 -4.973 -4.862 -4.778
0.0152 6.20000 60.0000000000 2.7944843769   56.478  5.784  4.6376  3.909    0 -9.690 -7.309 -6.149 -5.847 -5.719 -5.548 -5.164 -5.059 -4.980
0.0152 6.20000 63.0143890381 2.7945275307   58.937  5.822  4.6374  3.888    0 -9.786 -7.407 -6.249 -5.948 -5.822 -5.651 -5.271 -5.168 -5.092
0.0152 6.20000 65.0000000000 2.7945535183   60.542  5.847  4.6370  3.874    0 -9.846 -7.471 -6.314 -6.014 -5.889 -5.719 -5.341 -5.239 -5.165
0.0152 6.20000 70.0000000000 2.7946112156   64.668  5.906  4.6353  3.836    0 -9.994 -7.631 -6.478 -6.181 -6.057 -5.890 -5.515 -5.417 -5.346
0.0152 6.20000 77.7603149414 2.7946836948   70.648  5.983  4.6296  3.774    0 -10.189 -7.869 -6.723 -6.432 -6.313 -6.151 -5.783 -5.687 -5.622
0.0152 6.20000 80.0000000000 2.7947015762   72.344  6.004  4.6276  3.756    0 -10.241 -7.937 -6.794 -6.505 -6.388 -6.227 -5.861 -5.766 -5.703
0.0152 6.20000 83.5380249023 2.7947275639   75.070  6.036  4.6238  3.724    0 -10.321 -8.047 -6.909 -6.623 -6.508 -6.350 -5.986 -5.892 -5.831
0.0152 6.20000 90.0000000000 2.7947688103   79.942  6.091  4.6156  3.664    0 -10.458 -8.235 -7.099 -6.817 -6.701 -6.543 -6.175 -6.079 -6.015
0.0152 6.20000 93.7482299805 2.7947897911   82.684  6.120  4.6097  3.627    0 -10.530 -8.337 -7.201 -6.919 -6.803 -6.645 -6.273 -6.174 -6.106
0.0152 6.20000 95.0000000000 2.7947964668   83.590  6.129  4.6076  3.613    0 -10.553 -8.370 -7.234 -6.953 -6.836 -6.677 -6.304 -6.205 -6.135
0.0152 6.20000 100.0000000000 2.7948207855   87.154  6.165  4.5997  3.564    0 -10.642 -8.475 -7.335 -7.056 -6.950 -6.797 -6.452 -6.374 -6.327
0.0152 6.20000 114.6660385132 2.7948777676   97.127  6.257  4.5990  3.516    0 -10.872 -8.711 -7.574 -7.297 -7.193 -7.039 -6.698 -6.625 -6.586
0.0152 6.20000 120.0000152588 2.7948944569  100.597  6.287  4.5999  3.505    0 -10.948 -8.781 -7.644 -7.369 -7.265 -7.112 -6.773 -6.702 -6.666
0.0152 6.20000 140.3238525391 2.7948944569  113.015  6.385  4.6180  3.530    0 -11.193 -8.946 -7.786 -7.482 -7.366 -7.193 -6.836 -6.751 -6.713
0.0152 6.20000 150.0000000000 2.7948944569  118.608  6.426  4.6275  3.548    0 -11.296 -8.984 -7.823 -7.517 -7.403 -7.229 -6.875 -6.792 -6.760
0.0152 6.20000 200.0000305176 2.7948944569  144.900  6.591  4.6811  3.684    0 -11.708 -9.072 -7.919 -7.624 -7.520 -7.328 -6.975 -6.909 -7.004
0.0152 6.20000 207.3685607910 2.7948944569  148.865  6.611  4.6862  3.697    0 -11.757 -9.091 -7.941 -7.643 -7.541 -7.351 -7.003 -6.941 -7.049
0.0152 6.20000 248.1008605957 2.7948944569  166.590  6.700  4.7189  3.787    0 -11.980 -9.081 -7.936 -7.615 -7.530 -7.356 -7.078 -7.042 -7.146
0.0152 6.20000 250.0000000000 2.7948944569  167.197  6.703  4.7205  3.792    0 -11.988 -9.082 -7.938 -7.617 -7.534 -7.361 -7.087 -7.053 -7.162
0.0152 6.20000 283.9104003906 2.7948944569  185.629  6.775  4.7350  3.824    0 -12.167 -9.191 -8.064 -7.737 -7.664 -7.496 -7.253 -7.232 -7.369
0.0152 6.20000 300.0000305176 2.7948944569  192.557  6.801  4.7410  3.838    0 -12.233 -9.226 -8.104 -7.774 -7.704 -7.539 -7.307 -7.290 -7.437
0.0152 6.20000 335.4047851562 2.7948944569  187.277  6.801  4.7581  3.894    0 -12.233 -9.363 -8.325 -8.025 -8.002 -7.852 -7.775 -7.802 -8.032
0.0152 6.20000 350.0000000000 2.7948944569  185.555  6.800  4.7633  3.912    0 -12.230 -9.467 -8.458 -8.170 -8.162 -8.022 -7.985 -8.023 -8.256
0.0152 6.20000 350.0000915527 2.7948944569  172.602  6.766  4.7632  3.914    0 -12.145 -9.358 -8.344 -8.054 -8.044 -7.902 -7.860 -7.896 -8.130
0.0152 6.20000 350.0001831055 2.7948944569  157.266  6.721  4.7620  3.913    0 -12.033 -9.217 -8.198 -7.905 -7.891 -7.747 -7.696 -7.729 -7.964
0.0152 6.20000 350.0003051758 2.7948944569  142.926  6.676  4.7607  3.912    0 -11.919 -9.075 -8.048 -7.752 -7.736 -7.588 -7.528 -7.559 -7.793
0.0152 6.20000 350.0004272461 2.7948944569  129.973  6.630  4.7596  3.912    0 -11.805 -8.939 -7.905 -7.605 -7.585 -7.435 -7.364 -7.392 -7.623
0.0152 6.20000 350.0005187988 2.7948944569  118.181  6.585  4.7587  3.913    0 -11.692 -8.803 -7.761 -7.458 -7.434 -7.283 -7.200 -7.226 -7.455
0.0152 6.20000 350.0006103516 2.7948944569  107.711  6.540  4.7579  3.914    0 -11.580 -8.668 -7.618 -7.311 -7.283 -7.131 -7.037 -7.061 -7.287
0.0152 6.20000 350.0007324219 2.7948944569   98.147  6.495  4.7571  3.915    0 -11.467 -8.529 -7.471 -7.159 -7.128 -6.974 -6.867 -6.889 -7.112
0.0152 6.20000 350.0008239746 2.7948944569   89.637  6.451  4.7564  3.918    0 -11.357 -8.403 -7.339 -7.024 -6.989 -6.835 -6.716 -6.734 -6.952
0.0152 6.20000 350.0009460449 2.7948944569   81.698  6.405  4.7559  3.921    0 -11.243 -8.270 -7.197 -6.878 -6.839 -6.684 -6.550 -6.565 -6.775
0.0152 6.20000 350.0010375977 2.7948944569   74.609  6.361  4.7555  3.924    0 -11.132 -8.141 -7.062 -6.740 -6.697 -6.541 -6.395 -6.406 -6.611
0.0152 6.20000 350.0011291504 2.7948944569   67.862  6.315  4.7551  3.927    0 -11.017 -8.005 -6.917 -6.591 -6.544 -6.387 -6.227 -6.234 -6.431
0.0152 6.20000 350.0012512207 2.7948944569   61.761  6.270  4.7555  3.933    0 -10.904 -7.866 -6.771 -6.441 -6.389 -6.232 -6.056 -6.059 -6.248
0.0152 6.20000 350.0013427734 2.7948944569   56.333  6.225  4.7566  3.942    0 -10.793 -7.735 -6.636 -6.304 -6.250 -6.091 -5.904 -5.904 -6.087
0.0152 6.20000 350.0014343262 2.7948944569   51.810  6.185  4.7584  3.953    0 -10.693 -7.610 -6.505 -6.173 -6.115 -5.955 -5.758 -5.754 -5.930
0.0152 6.20000 350.0015258789 2.7948944569   47.663  6.145  4.7614  3.968    0 -10.593 -7.475 -6.364 -6.031 -5.970 -5.808 -5.598 -5.591 -5.760
0.0152 6.20000 350.0016174316 2.7948944569   44.311  6.111  4.7657  3.989    0 -10.507 -7.349 -6.233 -5.899 -5.835 -5.672 -5.454 -5.443 -5.608
0.0152 6.20000 350.0016784668 2.7948944569   41.636  6.081  4.7722  4.017    0 -10.433 -7.226 -6.107 -5.774 -5.709 -5.545 -5.321 -5.309 -5.473
0.0152 6.20000 350.0017395020 2.7948944569   39.956  6.062  4.7794  4.047    0 -10.386 -7.126 -6.005 -5.672 -5.606 -5.440 -5.214 -5.201 -5.364
0.0152 6.20000 350.0017700195 2.7948944569   37.955  6.066  4.8884  4.457    0 -10.394 -6.435 -5.310 -5.048 -5.012 -4.782 -4.605 -4.622 -4.814
0.0152 6.20000 350.0018005371 2.7948944569   37.121  6.063  4.9353  4.638    0 -10.388 -6.164 -5.044 -4.852 -4.834 -4.534 -4.377 -4.409 -4.601
0.0152 6.20000 350.0018310547 2.7948944569   36.506  6.083  5.0804  5.191    0 -10.437 -5.533 -4.421 -4.230 -4.205 -3.969 -3.844 -3.919 -4.131
0.0152 6.20000 350.0018920898 2.7948944569   34.222  6.042  5.1044  5.300    0 -10.335 -5.268 -4.141 -3.918 -3.879 -3.704 -3.571 -3.649 -3.853
0.0152 6.20000 350.0019531250 2.7948944569   31.918  6.006  5.1057  5.310    0 -10.246 -5.133 -3.992 -3.741 -3.688 -3.538 -3.389 -3.459 -3.652
0.0152 6.20000 350.0020446777 2.7948944569   29.321  5.968  5.1021  5.298    0 -10.149 -5.188 -4.011 -3.727 -3.680 -3.532 -3.303 -3.349 -3.546
0.0152 6.20000 350.0021972656 2.7948944569   26.823  5.935  5.1003  5.285    0 -10.066 -4.981 -3.747 -3.422 -3.339 -3.203 -2.944 -2.958 -3.104
0.0152 6.20000 350.0023193359 2.7948944569   25.162  5.916  5.1038  5.290    0 -10.020 -4.819 -3.556 -3.219 -3.113 -2.960 -2.656 -2.646 -2.740
0.0152 6.20000 350.0024414062 2.7948944569   24.120  5.910  5.1158  5.326    0 -10.005 -4.616 -3.350 -3.011 -2.887 -2.714 -2.357 -2.317 -2.348
0.0152 6.20000 350.0025024414 2.7948944569   23.715  5.915  5.1380  5.402    0 -10.017 -4.481 -3.225 -2.887 -2.763 -2.592 -2.232 -2.198 -2.231
0.0152 6.20000 350.0025329590 2.7948944569   23.527  6.018  5.2901  5.903    3 -10.276 -7.161 -6.193 -5.927 -6.011 -5.785 -5.664 -5.771 -6.319
# Zin   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 6.30000 0.0900000036 1.2268934250    0.090 -1.384  3.4371  3.476    0 8.229 14.369 13.334 11.983 10.351 8.429 6.221 5.649 5.269
0.0152 6.30000 0.1001877934 1.3143087626    0.100 -1.293  3.4446  3.462    0 8.001 13.940 12.924 11.586 10.006 8.126 6.003 5.427 5.061
0.0152 6.30000 0.1037105098 1.3425291777    0.104 -1.283  3.4455  3.471    0 7.977 13.896 12.877 11.539 9.965 8.090 5.980 5.403 5.038
0.0152 6.30000 0.1074483693 1.3713878393    0.107 -1.264  3.4472  3.473    0 7.929 13.809 12.791 11.455 9.892 8.026 5.935 5.357 4.995
0.0152 6.30000 0.1122225970 1.4067444801    0.112 -1.230  3.4499  3.469    0 7.845 13.652 12.641 11.309 9.764 7.914 5.853 5.274 4.918
0.0152 6.30000 0.1197602823 1.4594560862    0.120 -1.166  3.4548  3.453    0 7.685 13.373 12.372 11.052 9.538 7.713 5.701 5.115 4.770
0.0152 6.30000 0.1224918589 1.4776986837    0.122 -1.166  3.4549  3.464    0 7.685 13.373 12.368 11.046 9.533 7.710 5.701 5.115 4.770
0.0152 6.30000 0.1272437721 1.5084289312    0.127 -1.166  3.4553  3.481    0 7.684 13.369 12.357 11.033 9.523 7.703 5.701 5.116 4.771
0.0152 6.30000 0.1319441497 1.5375689268    0.132 -1.152  3.4567  3.489    0 7.649 13.302 12.288 10.966 9.465 7.654 5.669 5.082 4.740
0.0152 6.30000 0.1365757436 1.5651223660    0.136 -1.125  3.4590  3.486    0 7.583 13.181 12.170 10.852 9.366 7.567 5.606 5.017 4.680
0.0152 6.30000 0.1409665495 1.5902557373    0.141 -1.094  3.4615  3.479    0 7.506 13.048 12.041 10.729 9.258 7.471 5.533 4.939 4.608
0.0152 6.30000 0.1464823931 1.6205655336    0.146 -1.089  3.4623  3.494    0 7.492 13.023 12.010 10.698 9.231 7.449 5.521 4.926 4.596
0.0152 6.30000 0.1518433392 1.6487754583    0.152 -1.087  3.4629  3.510    0 7.487 13.010 11.991 10.677 9.215 7.437 5.517 4.922 4.593
0.0152 6.30000 0.1570575684 1.6751211882    0.157 -1.078  3.4643  3.521    0 7.464 12.964 11.941 10.629 9.174 7.402 5.497 4.899 4.574
0.0152 6.30000 0.1652711481 1.7145445347    0.165 -1.041  3.4678  3.520    0 7.372 12.799 11.777 10.472 9.038 7.283 5.411 4.807 4.489
0.0152 6.30000 0.1734960377 1.7515963316    0.173 -1.017  3.4702  3.527    0 7.311 12.693 11.669 10.368 8.948 7.204 5.354 4.746 4.433
0.0152 6.30000 0.1817361712 1.7865344286    0.182 -1.009  3.4715  3.544    0 7.293 12.658 11.627 10.325 8.911 7.174 5.338 4.728 4.418
0.0152 6.30000 0.1899461597 1.8193899393    0.190 -1.006  3.4728  3.565    0 7.284 12.634 11.595 10.291 8.884 7.155 5.332 4.720 4.412
0.0152 6.30000 0.1980859339 1.8502223492    0.198 -0.995  3.4747  3.580    0 7.257 12.577 11.532 10.228 8.831 7.112 5.309 4.693 4.389
0.0152 6.30000 0.2094423324 1.8905426264    0.209 -0.960  3.4788  3.586    0 7.171 12.421 11.371 10.072 8.697 6.999 5.232 4.607 4.311
0.0152 6.30000 0.2219324112 1.9315289259    0.222 -0.928  3.4826  3.594    0 7.089 12.283 11.225 9.924 8.568 6.893 5.159 4.526 4.237
0.0152 6.30000 0.2343771011 1.9693032503    0.234 -0.904  3.4858  3.607    0 7.031 12.185 11.115 9.811 8.468 6.815 5.108 4.469 4.185
0.0152 6.30000 0.2468597442 2.0044975281    0.247 -0.891  3.4884  3.627    0 6.997 12.118 11.037 9.728 8.398 6.763 5.081 4.437 4.156
0.0152 6.30000 0.2598545551 2.0385644436    0.260 -0.866  3.4921  3.639    0 6.934 12.007 10.916 9.607 8.295 6.679 5.027 4.375 4.100
0.0152 6.30000 0.2791995108 2.0848257542    0.279 -0.826  3.4974  3.652    0 6.835 11.839 10.734 9.432 8.145 6.552 4.940 4.275 4.008
0.0152 6.30000 0.2992767096 2.1280214787    0.299 -0.795  3.5021  3.669    0 6.756 11.703 10.583 9.286 8.021 6.449 4.873 4.197 3.937
0.0152 6.30000 0.3118177056 2.1528639793    0.312 -0.772  3.5053  3.677    0 6.700 11.607 10.477 9.182 7.933 6.376 4.824 4.141 3.885
0.0152 6.30000 0.3417585790 2.2063596249    0.342 -0.721  3.5126  3.695    0 6.573 11.396 10.240 8.949 7.735 6.214 4.716 4.016 3.770
0.0152 6.30000 0.3500000238 2.2197833061    0.350 -0.708  3.5145  3.700    0 6.541 11.343 10.179 8.889 7.683 6.173 4.689 3.985 3.741
0.0152 6.30000 0.3800646663 2.2647373676    0.380 -0.657  3.5221  3.716    0 6.413 11.136 9.938 8.647 7.478 6.011 4.582 3.861 3.627
0.0152 6.30000 0.4000000358 2.2915143967    0.400 -0.626  3.5268  3.726    0 6.336 11.013 9.791 8.496 7.350 5.913 4.518 3.787 3.558
0.0152 6.30000 0.4381138384 2.3369250298    0.438 -0.567  3.5363  3.743    0 6.187 10.774 9.505 8.207 7.104 5.726 4.396 3.645 3.428
0.0152 6.30000 0.4530859888 2.3529548645    0.453 -0.545  3.5399  3.751    0 6.133 10.687 9.400 8.101 7.014 5.658 4.352 3.595 3.382
0.0152 6.30000 0.4849801064 2.3842451572    0.485 -0.497  3.5480  3.764    0 6.012 10.492 9.162 7.859 6.806 5.509 4.254 3.484 3.282
0.0152 6.30000 0.5000000000 2.3977856636    0.500 -0.474  3.5517  3.770    0 5.956 10.403 9.053 7.747 6.709 5.440 4.208 3.434 3.236
0.0152 6.30000 0.5080851316 2.4047844410    0.508 -0.463  3.5538  3.774    0 5.927 10.356 8.994 7.685 6.656 5.404 4.185 3.408 3.212
0.0152 6.30000 0.5265917182 2.4200634956    0.526 -0.435  3.5586  3.780    0 5.857 10.245 8.855 7.543 6.531 5.318 4.129 3.346 3.156
0.0152 6.30000 0.5464320779 2.4353892803    0.546 -0.407  3.5635  3.788    0 5.787 10.134 8.717 7.400 6.407 5.234 4.073 3.286 3.103
0.0152 6.30000 0.5500000119 2.4380378723    0.550 -0.402  3.5643  3.790    0 5.776 10.115 8.694 7.377 6.386 5.220 4.064 3.276 3.094
0.0152 6.30000 0.5584033728 2.4441537857    0.558 -0.391  3.5663  3.793    0 5.747 10.069 8.636 7.318 6.334 5.185 4.041 3.252 3.072
0.0152 6.30000 0.5809260607 2.4597458839    0.581 -0.359  3.5719  3.800    0 5.668 9.939 8.477 7.155 6.190 5.090 3.977 3.185 3.013
0.0152 6.30000 0.6000000238 2.4721109867    0.600 -0.334  3.5764  3.808    0 5.605 9.829 8.347 7.023 6.073 5.015 3.927 3.135 2.968
0.0152 6.30000 0.6007451415 2.4725792408    0.601 -0.333  3.5766  3.808    0 5.602 9.825 8.342 7.018 6.069 5.012 3.925 3.134 2.967
0.0152 6.30000 0.6242027283 2.4868030548    0.624 -0.302  3.5820  3.815    0 5.524 9.691 8.185 6.863 5.929 4.921 3.862 3.071 2.911
0.0152 6.30000 0.6489195824 2.5007543564    0.649 -0.271  3.5878  3.824    0 5.447 9.554 8.029 6.711 5.793 4.831 3.799 3.011 2.858
0.0152 6.30000 0.6499999762 2.5013408661    0.650 -0.269  3.5880  3.824    0 5.444 9.549 8.023 6.705 5.788 4.828 3.796 3.009 2.856
0.0152 6.30000 0.6510089636 2.5018868446    0.651 -0.268  3.5882  3.825    0 5.441 9.544 8.017 6.699 5.783 4.825 3.794 3.006 2.854
0.0152 6.30000 0.6762016416 2.5150065422    0.676 -0.237  3.5935  3.831    0 5.361 9.401 7.862 6.551 5.649 4.735 3.728 2.946 2.799
0.0152 6.30000 0.7000000477 2.5265583992    0.700 -0.207  3.5987  3.837    0 5.288 9.260 7.712 6.410 5.522 4.651 3.668 2.892 2.751
0.0152 6.30000 0.7369499803 2.5430586338    0.737 -0.130  3.6207  3.870    0 5.095 8.741 7.218 5.972 5.140 4.426 3.530 2.789 2.673
0.0152 6.30000 0.7500000000 2.5485093594    0.750 -0.102  3.6287  3.882    0 5.024 8.527 7.044 5.824 5.012 4.347 3.479 2.757 2.648
0.0152 6.30000 0.7509176731 2.5488855839    0.751 -0.101  3.6288  3.882    0 5.022 8.523 7.040 5.821 5.009 4.345 3.478 2.755 2.647
0.0152 6.30000 0.7969349027 2.5666799545    0.797 -0.059  3.6342  3.887    0 4.917 8.306 6.864 5.664 4.868 4.234 3.386 2.678 2.574
0.0152 6.30000 0.8000000119 2.5677938461    0.800 -0.056  3.6345  3.887    0 4.911 8.292 6.854 5.655 4.860 4.228 3.381 2.674 2.570
0.0152 6.30000 0.8041440248 2.5692863464    0.804 -0.053  3.6350  3.888    0 4.903 8.274 6.840 5.643 4.849 4.219 3.374 2.668 2.565
0.0152 6.30000 0.8428915143 2.5825130939    0.842 -0.020  3.6392  3.892    0 4.820 8.099 6.700 5.519 4.738 4.131 3.302 2.608 2.508
0.0152 6.30000 0.8500000238 2.5848057270    0.850 -0.013  3.6400  3.893    0 4.803 8.066 6.674 5.496 4.716 4.114 3.288 2.596 2.496
0.0152 6.30000 0.8962244391 2.5988047123    0.896  0.026  3.6448  3.896    0 4.705 7.852 6.511 5.355 4.592 4.011 3.203 2.526 2.430
0.0152 6.30000 0.9000000358 2.5998830795    0.899  0.029  3.6452  3.896    0 4.697 7.835 6.498 5.343 4.582 4.003 3.196 2.520 2.424
0.0152 6.30000 0.9352127910 2.6095111370    0.935  0.055  3.6487  3.900    0 4.632 7.686 6.386 5.247 4.497 3.934 3.140 2.475 2.381
0.0152 6.30000 0.9500000477 2.6133363247    0.950  0.067  3.6501  3.902    0 4.604 7.624 6.339 5.206 4.462 3.904 3.116 2.455 2.363
0.0152 6.30000 0.9681699872 2.6178727150    0.968  0.079  3.6518  3.904    0 4.571 7.550 6.285 5.160 4.422 3.870 3.088 2.433 2.342
0.0152 6.30000 1.0000000000 2.6254127026    1.000  0.103  3.6548  3.906    0 4.512 7.416 6.186 5.076 4.350 3.808 3.037 2.393 2.303
0.0152 6.30000 1.0029041767 2.6260759830    1.003  0.105  3.6551  3.906    0 4.507 7.404 6.178 5.068 4.343 3.803 3.033 2.389 2.300
0.0152 6.30000 1.0499999523 2.6362330914    1.050  0.139  3.6592  3.909    0 4.422 7.215 6.038 4.949 4.240 3.714 2.959 2.331 2.243
0.0152 6.30000 1.1000000238 2.6459071636    1.099  0.175  3.6634  3.910    0 4.332 7.026 5.896 4.827 4.135 3.621 2.882 2.267 2.182
0.0152 6.30000 1.1364303827 2.6523296833    1.136  0.198  3.6662  3.912    0 4.274 6.900 5.803 4.748 4.067 3.560 2.832 2.227 2.143
0.0152 6.30000 1.1499999762 2.6546003819    1.149  0.207  3.6673  3.913    0 4.252 6.853 5.768 4.718 4.041 3.538 2.813 2.212 2.129
0.0152 6.30000 1.1658471823 2.6571733952    1.165  0.216  3.6685  3.914    0 4.229 6.802 5.730 4.685 4.014 3.513 2.793 2.196 2.113
0.0152 6.30000 1.2000000477 2.6624486446    1.200  0.237  3.6710  3.916    0 4.176 6.689 5.647 4.614 3.953 3.459 2.748 2.160 2.079
0.0152 6.30000 1.2500000000 2.6695642471    1.250  0.268  3.6746  3.917    0 4.099 6.529 5.528 4.512 3.865 3.380 2.682 2.105 2.026
0.0152 6.30000 1.2883552313 2.6745855808    1.288  0.292  3.6773  3.918    0 4.041 6.412 5.440 4.436 3.799 3.321 2.632 2.064 1.987
0.0152 6.30000 1.2999999523 2.6760413647    1.300  0.299  3.6781  3.917    0 4.022 6.374 5.412 4.412 3.778 3.301 2.616 2.050 1.973
0.0152 6.30000 1.3500001431 2.6819584370    1.350  0.327  3.6814  3.919    0 3.952 6.232 5.306 4.320 3.699 3.230 2.556 2.001 1.926
0.0152 6.30000 1.3693116903 2.6841082573    1.369  0.338  3.6826  3.919    0 3.925 6.179 5.266 4.286 3.669 3.202 2.533 1.981 1.907
0.0152 6.30000 1.4000000954 2.6873817444    1.400  0.356  3.6846  3.919    0 3.881 6.095 5.202 4.230 3.620 3.158 2.495 1.950 1.877
0.0152 6.30000 1.4500000477 2.6923685074    1.450  0.385  3.6877  3.917    0 3.806 5.955 5.095 4.136 3.538 3.082 2.430 1.895 1.823
0.0152 6.30000 1.5000000000 2.6969668865    1.500  0.411  3.6907  3.917    0 3.742 5.829 5.000 4.054 3.466 3.017 2.375 1.850 1.779
0.0152 6.30000 1.5094838142 2.6977989674    1.510  0.416  3.6912  3.917    0 3.729 5.806 4.982 4.038 3.452 3.004 2.365 1.841 1.770
0.0152 6.30000 1.5500001907 2.7012188435    1.550  0.439  3.6936  3.916    0 3.673 5.702 4.903 3.969 3.391 2.948 2.317 1.800 1.731
0.0152 6.30000 1.5578457117 2.7018568516    1.558  0.443  3.6940  3.915    0 3.662 5.682 4.888 3.956 3.380 2.937 2.307 1.792 1.723
0.0152 6.30000 1.6000000238 2.7051601410    1.600  0.469  3.6965  3.911    0 3.598 5.568 4.800 3.878 3.311 2.874 2.252 1.744 1.676
0.0152 6.30000 1.6500000954 2.7088222504    1.649  0.495  3.6993  3.910    0 3.533 5.446 4.707 3.798 3.240 2.809 2.197 1.697 1.631
0.0152 6.30000 1.6888402700 2.7114918232    1.688  0.513  3.7014  3.910    0 3.488 5.361 4.643 3.742 3.191 2.763 2.159 1.665 1.600
0.0152 6.30000 1.7000000477 2.7122325897    1.699  0.519  3.7021  3.909    0 3.472 5.333 4.621 3.723 3.174 2.747 2.145 1.653 1.588
0.0152 6.30000 1.7500000000 2.7154150009    1.749  0.548  3.7048  3.904    0 3.400 5.208 4.525 3.638 3.098 2.677 2.083 1.600 1.536
0.0152 6.30000 1.8000000715 2.7183909416    1.799  0.577  3.7076  3.899    0 3.327 5.082 4.428 3.552 3.020 2.604 2.020 1.545 1.482
0.0152 6.30000 1.8500000238 2.7211785316    1.849  0.601  3.7103  3.897    0 3.267 4.973 4.345 3.480 2.956 2.545 1.969 1.501 1.440
0.0152 6.30000 1.8617188931 2.7218065262    1.861  0.606  3.7109  3.897    0 3.254 4.949 4.327 3.464 2.942 2.531 1.958 1.492 1.431
0.0152 6.30000 1.9000000954 2.7237946987    1.899  0.632  3.7131  3.889    0 3.190 4.845 4.244 3.390 2.875 2.468 1.902 1.442 1.382
